CustomerKey,MaritalStatus,Unnamed: 3,Gender,Unnamed: 5,YearlyIncome,TotalChildren,NumberChildrenAtHome,HouseOwnerFlag,NumberCarsOwned,CommuteDistance,Region,Age,BikeBuyer
25605,S,,F,,19998.22505,2,0,0,1,0-1 Miles,Europe,58,1
25606,S,,F,,19998.22505,2,0,1,1,2-5 Miles,Europe,57,1
25607,S,,F,,19998.22505,2,0,0,1,0-1 Miles,Europe,57,1
25608,S,,F,,19998.22505,2,0,0,1,2-5 Miles,Europe,58,1
25609,S,,F,,19998.22505,2,0,0,1,2-5 Miles,Europe,58,1
25610,S,,F,,9998.225049,2,2,1,1,0-1 Miles,Europe,42,1
25611,S,,F,,9998.225049,3,3,1,0,0-1 Miles,Europe,41,1
25612,S,,M,,19998.22505,1,1,0,0,0-1 Miles,Europe,41,1
25613,M,,M,,19998.22505,1,1,1,0,2-5 Miles,Europe,41,1
25614,M,,F,,19998.22505,1,1,1,1,2-5 Miles,Europe,42,1
25615,M,,F,,29998.22505,1,0,1,0,1-2 Miles,Europe,42,1
25616,M,,M,,29998.22505,1,0,1,0,1-2 Miles,Europe,42,1
25617,M,,M,,29998.22505,1,0,1,0,1-2 Miles,Europe,42,1
25618,M,,M,,29998.22505,1,0,0,0,0-1 Miles,Europe,42,1
25619,M,,M,,29998.22505,1,0,1,0,2-5 Miles,Europe,42,1
25620,M,,M,,89998.22505,4,4,1,1,1-2 Miles,North America,42,0
25621,M,,M,,89998.22505,4,4,1,1,0-1 Miles,North America,42,0
25622,S,,F,,99998.22505,2,0,1,2,1-2 Miles,North America,42,1
25623,M,,F,,99998.22505,2,0,1,2,1-2 Miles,North America,42,1
25624,M,,F,,99998.22505,3,0,1,3,1-2 Miles,North America,41,0
25625,M,,F,,9998.225049,3,2,1,1,0-1 Miles,Europe,46,1
25626,M,,F,,9998.225049,3,2,1,1,0-1 Miles,Europe,46,1
25627,M,,M,,19998.22505,2,2,1,2,0-1 Miles,Europe,46,0
25628,M,,F,,19998.22505,3,3,1,0,0-1 Miles,Europe,46,0
25629,M,,M,,9998.225049,3,2,1,2,0-1 Miles,Europe,46,0
25630,M,,F,,9998.225049,3,2,1,2,0-1 Miles,Europe,46,0
25631,S,,F,,19998.22505,3,3,0,2,0-1 Miles,Europe,47,0
25632,S,,M,,19998.22505,2,0,0,1,2-5 Miles,Europe,77,0
25633,M,,F,,29998.22505,1,0,1,1,2-5 Miles,Europe,77,0
25634,S,,F,,39998.22505,0,0,0,0,0-1 Miles,Europe,43,1
25635,M,,M,,39998.22505,0,0,0,0,0-1 Miles,Europe,44,1
25636,S,,M,,39998.22505,0,0,0,0,0-1 Miles,Europe,44,1
25637,M,,F,,79998.22505,0,0,1,0,0-1 Miles,Europe,44,1
25638,S,,M,,29998.22505,2,2,0,0,0-1 Miles,Europe,45,0
25639,M,,M,,29998.22505,2,2,1,1,0-1 Miles,Europe,45,1
25640,S,,F,,29998.22505,2,2,1,1,0-1 Miles,Europe,44,1
25641,M,,F,,39998.22505,1,0,1,0,0-1 Miles,Europe,45,1
25642,M,,M,,39998.22505,1,0,1,0,0-1 Miles,Europe,45,1
25643,M,,M,,29998.22505,2,2,1,2,0-1 Miles,Europe,46,0
25644,M,,M,,29998.22505,2,2,1,2,0-1 Miles,Europe,46,0
25645,S,,M,,29998.22505,2,2,1,2,0-1 Miles,Europe,46,0
25646,M,,M,,39998.22505,1,0,1,0,0-1 Miles,Europe,45,1
25647,M,,F,,39998.22505,1,0,1,0,0-1 Miles,Europe,46,1
25648,M,,F,,29998.22505,2,2,1,3,0-1 Miles,Europe,47,0
25649,S,,F,,29998.22505,3,3,1,0,0-1 Miles,Europe,46,1
25650,M,,F,,29998.22505,3,3,1,0,0-1 Miles,Europe,47,0
25651,M,,M,,39998.22505,1,0,0,0,0-1 Miles,Europe,47,1
25652,S,,F,,19998.22505,0,0,0,1,1-2 Miles,Europe,32,0
25653,S,,M,,19998.22505,0,0,0,1,1-2 Miles,Europe,32,0
25654,M,,F,,19998.22505,4,4,1,2,0-1 Miles,Europe,31,0
25655,M,,F,,39998.22505,1,0,1,0,0-1 Miles,Europe,47,1
25656,M,,F,,39998.22505,1,0,1,0,0-1 Miles,Europe,47,1
25657,M,,F,,39998.22505,1,0,1,0,0-1 Miles,Europe,48,1
25658,M,,M,,39998.22505,1,0,0,0,0-1 Miles,Europe,48,1
25659,M,,M,,39998.22505,1,0,1,1,0-1 Miles,Europe,48,1
25660,M,,M,,39998.22505,1,0,1,1,0-1 Miles,Europe,48,1
25661,M,,M,,39998.22505,1,0,1,1,0-1 Miles,Europe,48,1
25662,M,,M,,29998.22505,3,3,1,2,0-1 Miles,Europe,32,0
25663,M,,M,,29998.22505,3,3,1,2,0-1 Miles,Europe,32,0
25664,M,,M,,29998.22505,4,4,1,1,0-1 Miles,Europe,32,0
25665,S,,F,,19998.22505,0,0,0,1,1-2 Miles,Europe,32,0
25666,M,,M,,29998.22505,5,5,1,3,0-1 Miles,Europe,32,0
25667,S,,F,,29998.22505,0,0,0,1,2-5 Miles,Europe,32,0
25668,S,,F,,29998.22505,0,0,1,1,2-5 Miles,Europe,32,0
25669,S,,F,,29998.22505,0,0,0,1,2-5 Miles,Europe,32,0
25670,S,,F,,19998.22505,0,0,0,1,1-2 Miles,Europe,34,0
25671,S,,M,,19998.22505,0,0,0,1,1-2 Miles,Europe,33,0
25672,S,,F,,9998.225049,0,0,1,2,0-1 Miles,Europe,35,0
25673,S,,M,,19998.22505,0,0,1,1,2-5 Miles,Europe,34,0
25674,S,,M,,29998.22505,0,0,0,1,0-1 Miles,Europe,34,1
25675,S,,M,,29998.22505,0,0,0,1,0-1 Miles,Europe,34,1
25676,S,,F,,29998.22505,0,0,1,1,2-5 Miles,Europe,34,0
25677,M,,F,,19998.22505,0,0,1,2,1-2 Miles,Europe,36,0
25678,S,,F,,19998.22505,0,0,0,2,0-1 Miles,Europe,35,0
25679,S,,F,,29998.22505,0,0,0,1,2-5 Miles,Europe,35,0
25680,S,,M,,29998.22505,0,0,0,1,2-5 Miles,Europe,34,0
25681,S,,F,,29998.22505,0,0,0,1,2-5 Miles,Europe,35,1
25682,M,,F,,9998.225049,0,0,1,2,1-2 Miles,Europe,36,0
25683,S,,F,,9998.225049,0,0,0,0,0-1 Miles,Europe,40,1
25684,S,,M,,9998.225049,1,0,0,0,0-1 Miles,Europe,48,0
25685,M,,F,,9998.225049,1,0,1,0,0-1 Miles,Europe,47,0
25686,S,,F,,19998.22505,1,0,0,0,0-1 Miles,Europe,48,0
25687,S,,F,,9998.225049,1,0,0,0,0-1 Miles,Europe,48,0
25688,S,,M,,9998.225049,1,0,1,0,0-1 Miles,Europe,49,0
25689,S,,F,,19998.22505,1,0,1,0,0-1 Miles,Europe,48,0
25690,M,,M,,19998.22505,1,0,1,0,0-1 Miles,Europe,49,0
25691,M,,M,,19998.22505,1,0,0,0,0-1 Miles,Europe,49,0
25692,M,,M,,29998.22505,1,0,1,0,0-1 Miles,Europe,75,0
25693,S,,F,,29998.22505,5,0,1,0,0-1 Miles,Europe,48,1
25694,S,,F,,29998.22505,4,0,1,0,0-1 Miles,Europe,48,1
25695,S,,F,,9998.225049,1,0,0,0,0-1 Miles,Europe,52,0
25696,M,,M,,9998.225049,1,0,1,0,0-1 Miles,Europe,53,0
25697,S,,M,,9998.225049,2,0,0,0,0-1 Miles,Europe,54,0
25698,M,,F,,9998.225049,2,0,1,0,1-2 Miles,Europe,54,0
25699,S,,M,,9998.225049,2,0,1,0,0-1 Miles,Europe,53,0
25700,S,,F,,9998.225049,2,0,1,1,0-1 Miles,Europe,56,1
25701,M,,M,,19998.22505,1,0,1,0,0-1 Miles,Europe,70,1
25702,S,,F,,19998.22505,1,0,1,0,0-1 Miles,Europe,68,1
25703,M,,F,,29998.22505,1,0,1,0,0-1 Miles,Europe,68,1
25704,S,,M,,9998.225049,0,0,1,1,1-2 Miles,Pacific,30,1
25705,S,,M,,9998.225049,0,0,1,1,2-5 Miles,Pacific,31,1
25706,S,,M,,9998.225049,0,0,0,1,0-1 Miles,Pacific,32,1
25707,M,,M,,9998.225049,0,0,1,1,2-5 Miles,Pacific,31,1
25708,S,,F,,9998.225049,0,0,0,1,0-1 Miles,Pacific,32,1
25709,M,,F,,9998.225049,1,1,1,0,2-5 Miles,Pacific,31,1
25710,M,,F,,19998.22505,0,0,0,0,0-1 Miles,Pacific,30,1
25711,S,,M,,19998.22505,0,0,0,0,0-1 Miles,Pacific,30,1
25712,S,,M,,19998.22505,0,0,1,0,0-1 Miles,Pacific,31,1
25713,S,,F,,19998.22505,0,0,1,0,0-1 Miles,Pacific,31,1
25714,S,,M,,19998.22505,0,0,1,0,0-1 Miles,Pacific,32,1
25715,S,,F,,19998.22505,0,0,0,0,0-1 Miles,Pacific,32,1
25716,S,,M,,19998.22505,0,0,0,0,0-1 Miles,Pacific,31,1
25717,M,,M,,19998.22505,0,0,1,0,0-1 Miles,Pacific,32,1
25718,S,,M,,19998.22505,0,0,0,0,0-1 Miles,Pacific,33,1
25719,S,,F,,19998.22505,2,0,0,0,0-1 Miles,Europe,67,0
25720,M,,M,,19998.22505,2,0,0,1,0-1 Miles,Europe,67,1
25721,M,,F,,29998.22505,1,0,1,0,0-1 Miles,Europe,66,1
25722,S,,M,,19998.22505,1,1,0,0,0-1 Miles,Europe,49,1
25723,S,,F,,29998.22505,4,0,0,0,0-1 Miles,Europe,48,1
25724,M,,F,,29998.22505,4,0,1,0,0-1 Miles,Europe,49,1
25725,M,,M,,29998.22505,4,0,1,0,0-1 Miles,Europe,49,1
25726,S,,M,,29998.22505,4,0,1,0,0-1 Miles,Europe,48,1
25727,M,,F,,29998.22505,4,0,1,0,0-1 Miles,Europe,48,1
25728,M,,M,,29998.22505,3,0,0,0,0-1 Miles,Europe,49,1
25729,M,,F,,19998.22505,1,1,1,0,1-2 Miles,Europe,50,1
25730,S,,F,,19998.22505,1,1,1,0,1-2 Miles,Europe,50,1
25731,S,,F,,19998.22505,1,1,1,0,1-2 Miles,Europe,50,1
25732,M,,F,,19998.22505,1,1,0,0,0-1 Miles,Europe,50,1
25733,S,,F,,9998.225049,1,1,1,1,2-5 Miles,Europe,50,0
25734,S,,M,,29998.22505,1,0,0,0,0-1 Miles,Europe,51,1
25735,S,,F,,29998.22505,3,0,1,0,0-1 Miles,Europe,49,1
25736,M,,M,,29998.22505,3,0,1,0,0-1 Miles,Europe,50,1
25737,M,,M,,39998.22505,3,0,1,0,0-1 Miles,Europe,50,1
25738,M,,F,,29998.22505,0,0,1,0,0-1 Miles,Europe,51,1
25739,S,,M,,29998.22505,1,0,0,0,0-1 Miles,Europe,52,1
25740,M,,F,,9998.225049,1,1,1,2,0-1 Miles,Europe,40,0
25741,M,,F,,29998.22505,0,0,1,0,0-1 Miles,Europe,40,1
25742,S,,F,,9998.225049,2,2,1,0,0-1 Miles,Europe,41,1
25743,M,,M,,29998.22505,0,0,0,0,0-1 Miles,Europe,39,1
25744,M,,M,,29998.22505,0,0,1,0,0-1 Miles,Europe,40,1
25745,S,,F,,19998.22505,0,0,0,1,2-5 Miles,Europe,41,1
25746,S,,F,,19998.22505,0,0,1,1,2-5 Miles,Europe,41,1
25747,S,,M,,19998.22505,0,0,0,1,2-5 Miles,Europe,41,1
25748,S,,F,,29998.22505,1,0,0,0,0-1 Miles,Europe,41,1
25749,M,,F,,29998.22505,1,0,0,0,0-1 Miles,Europe,41,1
25750,S,,M,,39998.22505,0,0,1,0,0-1 Miles,Europe,41,1
25751,M,,F,,59998.22505,0,0,1,0,0-1 Miles,Europe,41,1
25752,S,,F,,19998.22505,2,0,0,1,0-1 Miles,Europe,57,1
25753,S,,F,,9998.225049,3,0,0,2,0-1 Miles,Europe,59,0
25754,S,,M,,9998.225049,4,0,0,2,0-1 Miles,Europe,58,0
25755,M,,M,,9998.225049,3,3,1,0,0-1 Miles,Europe,42,0
25756,M,,F,,19998.22505,1,1,1,0,2-5 Miles,Europe,42,1
25757,S,,M,,19998.22505,1,1,0,0,0-1 Miles,Europe,42,1
25758,M,,F,,19998.22505,1,1,0,0,1-2 Miles,Europe,42,1
25759,S,,F,,19998.22505,1,1,1,1,2-5 Miles,Europe,42,1
25760,M,,F,,29998.22505,1,0,1,0,1-2 Miles,Europe,41,1
25761,S,,F,,29998.22505,1,0,1,0,1-2 Miles,Europe,42,1
25762,M,,F,,29998.22505,1,0,1,0,1-2 Miles,Europe,42,1
25763,M,,F,,89998.22505,4,4,1,3,1-2 Miles,North America,41,0
25764,S,,F,,89998.22505,4,4,0,3,1-2 Miles,North America,42,0
25765,S,,F,,99998.22505,2,0,0,3,0-1 Miles,North America,41,1
25766,M,,F,,99998.22505,3,0,1,3,1-2 Miles,North America,42,0
25767,S,,F,,99998.22505,3,0,0,3,0-1 Miles,North America,41,1
25768,M,,M,,119998.225,2,4,1,4,5-10 Miles,Europe,53,0
25769,S,,M,,129998.225,2,4,0,2,5-10 Miles,Europe,53,1
25770,M,,M,,89998.22505,2,1,1,2,2-5 Miles,Europe,53,1
25771,S,,F,,119998.225,3,4,0,4,5-10 Miles,Europe,54,0
25772,S,,M,,119998.225,3,4,1,4,5-10 Miles,Europe,53,0
25773,S,,M,,119998.225,3,4,0,4,5-10 Miles,Europe,54,0
25774,M,,M,,129998.225,3,4,1,3,0-1 Miles,Europe,54,1
25775,M,,F,,129998.225,3,4,1,3,0-1 Miles,Europe,54,1
25776,M,,M,,159998.225,2,4,1,3,0-1 Miles,Europe,54,1
25777,M,,F,,89998.22505,2,1,1,2,2-5 Miles,Europe,55,1
25778,M,,M,,129998.225,3,4,1,3,0-1 Miles,Europe,55,1
25779,M,,M,,89998.22505,5,0,0,2,2-5 Miles,Europe,66,1
25780,S,,F,,89998.22505,5,0,0,2,2-5 Miles,Europe,66,1
25781,S,,M,,159998.225,3,4,0,3,5-10 Miles,Europe,66,0
25782,M,,M,,129998.225,4,4,0,4,5-10 Miles,Europe,64,0
25783,S,,M,,129998.225,4,4,0,4,5-10 Miles,Europe,63,0
25784,S,,M,,159998.225,3,4,0,4,0-1 Miles,Europe,63,0
25785,S,,M,,89998.22505,3,2,1,1,10+ Miles,Europe,56,0
25786,M,,F,,89998.22505,3,2,1,1,10+ Miles,Europe,57,1
25787,M,,M,,99998.22505,3,4,1,3,10+ Miles,Europe,56,0
25788,S,,F,,109998.225,3,4,0,4,5-10 Miles,Europe,55,0
25789,S,,F,,89998.22505,4,2,1,2,10+ Miles,Europe,57,0
25790,M,,M,,99998.22505,3,4,0,3,2-5 Miles,Europe,57,0
25791,S,,M,,99998.22505,3,4,0,4,2-5 Miles,Europe,57,0
25792,S,,F,,109998.225,3,4,1,4,10+ Miles,Europe,57,0
25793,M,,F,,109998.225,2,5,0,1,10+ Miles,Europe,57,1
25794,S,,F,,89998.22505,4,1,1,2,10+ Miles,Europe,57,0
25795,S,,F,,109998.225,4,5,1,2,10+ Miles,Europe,58,1
25796,M,,M,,129998.225,4,5,1,3,0-1 Miles,Europe,58,1
25797,M,,M,,79998.22505,4,2,1,2,10+ Miles,Europe,58,0
25798,S,,M,,129998.225,4,5,0,3,0-1 Miles,Europe,59,1
25799,S,,F,,129998.225,4,5,0,3,10+ Miles,Europe,59,0
25800,S,,F,,109998.225,4,5,0,3,10+ Miles,Europe,60,0
25801,M,,M,,149998.225,4,5,0,4,10+ Miles,Europe,60,0
25802,S,,M,,119998.225,4,5,0,3,10+ Miles,Europe,60,0
25803,M,,M,,119998.225,4,5,1,3,10+ Miles,Europe,61,0
25804,M,,M,,149998.225,4,5,1,4,0-1 Miles,Europe,61,0
25805,M,,F,,169998.225,5,5,0,4,10+ Miles,Europe,61,1
25806,S,,M,,69998.22505,5,1,1,3,10+ Miles,Europe,62,0
25807,M,,F,,89998.22505,5,0,1,2,10+ Miles,Europe,62,0
25808,S,,F,,89998.22505,5,0,1,2,10+ Miles,Europe,63,0
25809,M,,M,,59998.22505,0,0,1,3,10+ Miles,Pacific,34,0
25810,S,,M,,59998.22505,0,0,1,4,10+ Miles,Pacific,35,0
25811,S,,M,,69998.22505,0,0,0,2,5-10 Miles,Pacific,34,0
25812,S,,F,,69998.22505,0,0,1,3,10+ Miles,Pacific,34,0
25813,S,,M,,79998.22505,0,0,1,3,10+ Miles,Pacific,34,0
25814,S,,F,,79998.22505,0,0,0,3,10+ Miles,Pacific,34,0
25815,M,,F,,79998.22505,0,0,1,3,10+ Miles,Pacific,35,0
25816,M,,F,,79998.22505,0,0,0,3,10+ Miles,Pacific,35,0
25817,M,,M,,79998.22505,0,0,1,3,10+ Miles,Pacific,36,0
25818,S,,M,,79998.22505,0,0,1,3,10+ Miles,Pacific,35,0
25819,M,,M,,89998.22505,0,0,0,3,10+ Miles,Pacific,37,1
25820,M,,M,,89998.22505,0,0,1,3,10+ Miles,Pacific,36,0
25821,S,,F,,109998.225,0,5,1,3,10+ Miles,Pacific,37,1
25822,M,,M,,109998.225,0,5,1,3,10+ Miles,Pacific,37,1
25823,S,,M,,109998.225,0,5,1,3,10+ Miles,Pacific,37,1
25824,M,,M,,89998.22505,0,0,0,3,10+ Miles,Pacific,38,0
25825,M,,F,,89998.22505,0,0,1,3,10+ Miles,Pacific,38,0
25826,M,,M,,109998.225,0,5,0,3,10+ Miles,Pacific,38,1
25827,S,,F,,99998.22505,0,5,1,3,10+ Miles,Pacific,39,1
25828,M,,M,,99998.22505,0,5,1,4,10+ Miles,Pacific,40,1
25829,M,,F,,109998.225,0,5,1,4,10+ Miles,Pacific,40,1
25830,M,,M,,119998.225,0,5,1,4,10+ Miles,Pacific,40,1
25831,M,,M,,109998.225,0,5,1,4,10+ Miles,Pacific,39,1
25832,S,,M,,109998.225,0,5,0,4,10+ Miles,Pacific,39,1
25833,M,,F,,39998.22505,4,0,1,2,5-10 Miles,North America,61,0
25834,S,,M,,29998.22505,4,0,0,2,1-2 Miles,North America,61,0
25835,M,,F,,29998.22505,4,0,0,2,1-2 Miles,North America,62,0
25836,M,,M,,49998.22505,3,0,1,2,10+ Miles,North America,72,0
25837,M,,M,,49998.22505,3,0,1,2,10+ Miles,North America,72,0
25838,S,,F,,59998.22505,3,0,1,2,10+ Miles,North America,72,0
25839,M,,M,,59998.22505,3,0,1,2,10+ Miles,North America,72,0
25840,M,,F,,59998.22505,3,0,1,2,10+ Miles,North America,72,1
25841,S,,F,,59998.22505,3,0,0,2,1-2 Miles,North America,72,0
25842,M,,M,,59998.22505,3,0,1,2,10+ Miles,North America,71,0
25843,S,,M,,59998.22505,3,0,1,2,10+ Miles,North America,71,0
25844,S,,F,,39998.22505,4,0,0,2,1-2 Miles,North America,69,0
25845,S,,M,,59998.22505,3,0,0,2,1-2 Miles,North America,70,0
25846,M,,F,,59998.22505,3,0,1,2,10+ Miles,North America,70,0
25847,M,,F,,59998.22505,3,0,1,2,10+ Miles,North America,69,0
25848,S,,M,,39998.22505,4,0,1,2,10+ Miles,North America,69,0
25849,M,,F,,49998.22505,3,0,1,2,10+ Miles,North America,69,0
25850,M,,M,,49998.22505,3,0,1,2,10+ Miles,North America,69,0
25851,S,,M,,49998.22505,4,0,0,2,1-2 Miles,North America,69,0
25852,S,,F,,49998.22505,4,0,0,2,1-2 Miles,North America,68,0
25853,M,,F,,59998.22505,4,0,1,2,10+ Miles,North America,67,0
25854,M,,M,,59998.22505,4,0,1,2,10+ Miles,North America,67,0
25855,S,,M,,59998.22505,4,0,0,2,1-2 Miles,North America,67,0
25856,S,,M,,29998.22505,4,0,1,2,10+ Miles,North America,66,1
25857,S,,F,,29998.22505,5,0,0,2,10+ Miles,North America,66,1
25858,S,,F,,19998.22505,5,0,1,3,10+ Miles,North America,64,0
25859,S,,F,,19998.22505,5,0,1,3,10+ Miles,North America,65,0
25860,S,,M,,19998.22505,5,0,1,3,10+ Miles,North America,65,0
25861,M,,M,,29998.22505,5,0,1,4,10+ Miles,North America,65,1
25862,M,,M,,29998.22505,2,1,0,2,1-2 Miles,North America,65,0
25863,S,,F,,39998.22505,5,0,1,3,10+ Miles,North America,63,1
25864,M,,F,,39998.22505,5,0,1,3,10+ Miles,North America,64,1
25865,M,,M,,39998.22505,5,0,1,3,10+ Miles,North America,64,1
25866,M,,M,,39998.22505,5,0,1,4,10+ Miles,North America,63,1
25867,S,,M,,69998.22505,5,0,1,3,10+ Miles,North America,63,1
25868,M,,F,,69998.22505,5,0,1,3,10+ Miles,North America,63,1
25869,M,,M,,39998.22505,2,1,1,2,2-5 Miles,North America,63,0
25870,M,,M,,39998.22505,2,1,1,2,2-5 Miles,North America,62,0
25871,S,,M,,39998.22505,2,1,1,2,10+ Miles,North America,63,0
25872,S,,F,,69998.22505,2,1,0,1,2-5 Miles,North America,62,1
25873,S,,M,,69998.22505,2,1,1,1,10+ Miles,North America,63,0
25874,M,,F,,69998.22505,2,1,1,1,10+ Miles,North America,63,0
25875,M,,F,,39998.22505,2,1,0,2,2-5 Miles,North America,62,1
25876,M,,M,,59998.22505,2,1,1,1,2-5 Miles,North America,62,1
25877,S,,F,,59998.22505,2,1,1,1,10+ Miles,North America,61,0
25878,S,,F,,59998.22505,2,1,0,0,2-5 Miles,North America,62,1
25879,S,,F,,59998.22505,2,1,1,0,10+ Miles,North America,62,1
25880,M,,M,,59998.22505,2,1,1,0,10+ Miles,North America,62,0
25881,M,,F,,59998.22505,2,1,1,0,10+ Miles,North America,62,0
25882,M,,M,,59998.22505,2,1,1,0,10+ Miles,North America,62,0
25883,M,,M,,59998.22505,2,1,1,2,2-5 Miles,North America,61,1
25884,M,,M,,39998.22505,2,1,1,2,10+ Miles,North America,59,0
25885,M,,F,,39998.22505,2,1,1,2,10+ Miles,North America,59,0
25886,M,,F,,59998.22505,2,1,1,2,2-5 Miles,North America,60,1
25887,M,,M,,59998.22505,2,1,1,2,2-5 Miles,North America,60,1
25888,M,,F,,59998.22505,2,1,1,2,2-5 Miles,North America,60,1
25889,M,,M,,59998.22505,2,1,0,1,2-5 Miles,North America,60,1
25890,M,,F,,59998.22505,2,1,1,1,10+ Miles,North America,59,0
25891,S,,M,,79998.22505,3,1,0,1,1-2 Miles,North America,59,1
25892,M,,F,,59998.22505,2,1,1,2,2-5 Miles,North America,59,1
25893,S,,F,,59998.22505,2,1,1,2,10+ Miles,North America,59,0
25894,M,,M,,59998.22505,2,1,1,2,10+ Miles,North America,59,0
25895,M,,M,,39998.22505,2,1,0,4,2-5 Miles,North America,58,1
25896,M,,F,,69998.22505,2,1,1,2,10+ Miles,North America,58,0
25897,M,,F,,69998.22505,2,1,1,2,10+ Miles,North America,57,0
25898,M,,F,,69998.22505,2,1,1,2,2-5 Miles,North America,57,0
25899,M,,F,,69998.22505,2,1,1,2,10+ Miles,North America,57,0
25900,M,,F,,69998.22505,2,1,1,2,10+ Miles,North America,58,0
25901,M,,M,,69998.22505,2,1,0,2,2-5 Miles,North America,57,1
25902,M,,M,,69998.22505,2,1,1,2,10+ Miles,North America,58,0
25903,M,,M,,69998.22505,2,1,1,2,2-5 Miles,North America,58,1
25904,S,,M,,59998.22505,3,1,1,2,10+ Miles,North America,56,0
25905,M,,M,,59998.22505,3,1,0,3,2-5 Miles,North America,56,1
25906,S,,F,,9998.225049,5,0,0,2,1-2 Miles,Pacific,66,0
25907,M,,F,,9998.225049,2,1,1,2,1-2 Miles,Pacific,66,0
25908,M,,F,,59998.22505,0,0,0,1,1-2 Miles,North America,31,0
25909,M,,M,,59998.22505,0,0,1,1,5-10 Miles,North America,31,1
25910,M,,F,,59998.22505,0,0,1,1,5-10 Miles,North America,30,1
25911,S,,F,,39998.22505,0,0,0,2,1-2 Miles,North America,32,1
25912,M,,M,,9998.225049,2,1,1,2,1-2 Miles,Pacific,63,0
25913,M,,M,,9998.225049,2,1,1,2,5-10 Miles,Pacific,63,0
25914,M,,M,,29998.22505,0,0,1,1,5-10 Miles,North America,32,0
25915,S,,F,,29998.22505,0,0,0,1,1-2 Miles,North America,32,0
25916,M,,F,,59998.22505,0,0,1,2,5-10 Miles,North America,32,1
25917,M,,M,,59998.22505,0,0,0,2,1-2 Miles,North America,32,1
25918,S,,F,,29998.22505,2,0,0,2,5-10 Miles,Pacific,64,1
25919,M,,F,,29998.22505,2,0,0,2,1-2 Miles,Pacific,63,1
25920,M,,M,,39998.22505,2,0,0,2,1-2 Miles,Pacific,64,1
25921,S,,M,,29998.22505,2,0,0,2,5-10 Miles,Pacific,62,1
25922,S,,F,,29998.22505,2,0,1,2,5-10 Miles,Pacific,62,1
25923,S,,M,,9998.225049,2,1,1,2,5-10 Miles,Pacific,62,0
25924,S,,F,,69998.22505,0,0,0,2,0-1 Miles,North America,31,1
25925,M,,F,,39998.22505,0,0,0,2,1-2 Miles,North America,32,0
25926,M,,M,,19998.22505,4,0,1,2,5-10 Miles,Pacific,61,1
25927,S,,F,,19998.22505,2,1,1,2,5-10 Miles,Pacific,61,1
25928,M,,M,,19998.22505,2,1,1,2,5-10 Miles,Pacific,62,1
25929,S,,F,,39998.22505,0,0,0,1,1-2 Miles,North America,32,0
25930,S,,M,,39998.22505,0,0,1,1,5-10 Miles,North America,33,0
25931,S,,M,,39998.22505,0,0,1,1,5-10 Miles,North America,33,0
25932,S,,M,,39998.22505,0,0,0,1,1-2 Miles,North America,32,0
25933,S,,M,,59998.22505,0,0,0,2,1-2 Miles,North America,33,0
25934,S,,M,,69998.22505,0,0,0,2,0-1 Miles,North America,32,0
25935,M,,F,,19998.22505,2,1,1,2,1-2 Miles,Pacific,61,1
25936,S,,F,,19998.22505,2,1,1,2,5-10 Miles,Pacific,60,1
25937,M,,M,,19998.22505,2,1,1,2,1-2 Miles,Pacific,61,1
25938,S,,M,,29998.22505,3,0,0,2,5-10 Miles,Pacific,60,1
25939,M,,M,,19998.22505,2,1,1,2,5-10 Miles,Pacific,59,1
25940,S,,M,,19998.22505,2,1,1,2,5-10 Miles,Pacific,59,1
25941,M,,F,,19998.22505,2,1,1,2,1-2 Miles,Pacific,59,1
25942,S,,F,,59998.22505,0,0,0,2,1-2 Miles,North America,30,1
25943,S,,F,,69998.22505,0,0,0,2,0-1 Miles,North America,31,1
25944,S,,M,,19998.22505,2,1,1,2,5-10 Miles,Pacific,57,1
25945,M,,M,,29998.22505,3,0,1,2,5-10 Miles,Pacific,58,1
25946,M,,F,,39998.22505,2,0,1,2,5-10 Miles,Pacific,57,1
25947,S,,M,,39998.22505,3,0,1,2,5-10 Miles,Pacific,55,1
25948,S,,F,,39998.22505,3,0,0,2,5-10 Miles,Pacific,56,1
25949,S,,F,,39998.22505,3,0,1,2,5-10 Miles,Pacific,56,1
25950,S,,M,,39998.22505,0,0,1,2,5-10 Miles,North America,35,0
25951,S,,M,,39998.22505,0,0,0,2,1-2 Miles,North America,35,1
25952,S,,M,,39998.22505,0,0,0,2,1-2 Miles,North America,35,1
25953,M,,M,,39998.22505,0,0,1,2,5-10 Miles,North America,34,0
25954,M,,M,,59998.22505,0,0,0,2,1-2 Miles,North America,35,0
25955,S,,F,,59998.22505,0,0,0,2,1-2 Miles,North America,35,1
25956,M,,M,,49998.22505,0,0,1,2,5-10 Miles,North America,35,0
25957,M,,F,,59998.22505,0,0,0,2,1-2 Miles,North America,34,0
25958,S,,M,,79998.22505,2,0,1,2,5-10 Miles,Pacific,54,1
25959,S,,F,,59998.22505,0,0,0,2,1-2 Miles,North America,33,0
25960,M,,M,,69998.22505,2,0,1,2,5-10 Miles,Pacific,53,1
25961,S,,M,,69998.22505,2,0,1,2,5-10 Miles,Pacific,53,1
25962,S,,F,,79998.22505,0,0,0,1,0-1 Miles,North America,37,1
25963,S,,M,,59998.22505,0,0,1,2,5-10 Miles,North America,35,0
25964,S,,M,,59998.22505,0,0,0,2,1-2 Miles,North America,36,1
